Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8015494,Albanien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",500
8015333,Armenien,"Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",692
8014275,Aserbaidschan,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c.2,21000
8014275,Aserbaidschan,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c.2,1885
8014150,Aserbaidschan,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c.2,10500
8014018,Aserbaidschan,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,19164
8015442,Aserbaidschan,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,979800
8013196,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,17850
8013196,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,40320
8015049,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,21176.45
8015365,Australien,"Besondere militärische Güter
Besondere militärische Güter",Einzelbewilligung,Ausfuhr,"ML01
ML01",700
8014638,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.a5,70947
8015826,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,2340
8015953,Australien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML15,1910
8013951,Bahamas,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,2638.05
8014148,Bahrain,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,41023.15
8015751,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",743040
8014459,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"5A002.a1
5D002.c1",4684
