Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8024268,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1978.4
8024271,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1978.4
8024272,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1978.4
8024273,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1978.4
8024274,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1978.4
8024275,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1978.4
8024401,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1978.4
8024732,Ägypten,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML07.f1,504600
8024445,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,5156.03
8024445,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,409.45
8024464,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,36092.18
8024464,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,2866.15
8024747,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,15191.65
8024748,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,1687.96
8024860,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,4338.27
8025041,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,5027.67
8025041,Australien,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,399.26
8024613,Belarus,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,6700
8024613,Belarus,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,3500
8024613,Belarus,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1830
8024491,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,10400
8024723,Bosnien-Herzegowina,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,95000
8024863,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,8400
8024211,Botswana,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML17.h,950
8024211,Botswana,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML17.h,2500
8024211,Botswana,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML17.h,650
8024211,Botswana,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML17.h,2700
8021754,Brasilien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",249366
8024428,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1B118.a,196810
8024739,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1016
8024774,Brasilien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,238
8024876,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,421.66
8024876,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,421.66
8024876,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,421.66
8024876,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,1421.66
8024902,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.G2,14791
8024904,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,2966
8024912,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,221.87
8024912,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,776.79
8024912,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,443.88
8024912,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,443.88
8024977,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,110.97
8024981,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,508
8024994,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606.55
8025001,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.G2,379
8025074,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9668.03
8025079,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9668.03
8024426,Chile,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,293592
8024415,"China, Taiwan",National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,9746.4
8024437,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A233,486937.44
8024454,"China, Taiwan","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.c
2B201.a",828200
8024979,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,248572
8025037,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c,26318
8013267,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1610089
8013322,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",2318872
8021282,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",187158
8023385,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,16058
8024298,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,628077
