Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8039752,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350,5892
8038253,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",13304
8040457,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c1,40720
8040457,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1a,13930
8039566,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",4100
8040157,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.a2,45000
8040472,Algerien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i4,22500
8040474,Algerien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g3,3600
8040474,Algerien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g3,800
8039874,Algerien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1A004.c,14448.06
8040492,Australien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,500
8040492,Australien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,200
8040082,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h.1.e",38687.6
8040082,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h.1.e",38687.6
8040082,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a.7
3A002.h.1.e",72512.6
8039872,Australien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,600
8040241,Bahrain,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML07.f1,2550
8039983,Belarus,Sanktionsgüter,Einzelbewilligung,Ausfuhr,X.A.III.101,2037
8039983,Belarus,Sanktionsgüter,Einzelbewilligung,Ausfuhr,X.A.III.101,3210
8039983,Belarus,Sanktionsgüter,Einzelbewilligung,Ausfuhr,"X.A.II.001i, X.A.III.101",6141
8039983,Belarus,Sanktionsgüter,Einzelbewilligung,Ausfuhr,X.A.III.101,3075
8039983,Belarus,Sanktionsgüter,Einzelbewilligung,Ausfuhr,"X.A.II.001i, X.A.III.101",2763
8039880,Belarus,Sanktionsgüter,Einzelbewilligung,Ausfuhr,5A002.a,273.81
8040501,Belgien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.c,1
8040435,Benin,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A,20700
8039897,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.b,500
8040045,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.b,29000
8039891,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,16000
8040265,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,22000
8040265,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,5060
8040516,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9D004.e,2431
8040259,Brasilien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",611548
8040186,Brasilien,"Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",52080
8040513,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.d,23385.6
8040161,Brasilien,"Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",68760
8040514,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.d,30176.64
8036536,Brasilien,Nukleargüter,Einzelbewilligung,Ausfuhr,0A001.g,2220272
8040130,Chile,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,65000
8040482,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.B.6.A.2,348847
8039748,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,948.9
8039180,"China, Taiwan","Besondere militärische Güter
Besondere militärische Güter",Einzelbewilligung,Ausfuhr,"ML11
ML11",13100000
8039180,"China, Taiwan","Besondere militärische Güter
Besondere militärische Güter",Einzelbewilligung,Ausfuhr,"ML11
ML11",7300000
8040290,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,546
8039732,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,182730
8040304,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,740928
8039980,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,2527442
8039252,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,1600000
8039569,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1980000
8040432,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1078525
8039678,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",909480
8039908,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,264278
8040077,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2D002
2D002",170528
8040331,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.g2,58695
8039804,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.d,272805
8039660,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",125417.6
8040433,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1078525
8040112,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a.3,372000
8039965,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,7993
8039965,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,22885
8039753,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.h.1.d,91380
8040050,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,370886
8039805,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.2
2B201.a.1",766000
8039417,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,5B001.a,61760
8039648,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1854800
8040124,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,1263721
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,11900
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,1385
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,17535
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,5620
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,6310
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,2430
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,10680
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,9245
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,33612
8040434,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,4109
8040026,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",80313
8040379,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,534387
8040205,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a.3,478000
8040296,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,7A003.c1,633341.25
8039862,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.h.1.d,47191
8039998,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,2527442
8040274,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,5B001.a,103600
8040104,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,2527442
8040509,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.2
2B201.a.1",442288
8040455,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.d3b,3500
8040365,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,6456.71
8040365,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,6456.71
8039354,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",233116
8039645,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",44980
8040120,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,2527442
8040437,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.b1
2B001.c1",490000
8038012,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,2362735
8040494,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,699690
8040297,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,1515.28
8040297,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,1515.28
8040495,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,220086
8040420,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2D002
2D002",170528
8040448,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.b1,240000
8039849,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",2880000
8039640,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",200000
8040248,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2D002
2D002",213160
8040377,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,4234120
8039646,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1A004.b,374.1
8039646,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1A004.b,624
8039646,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1A004.b,499.2
8040009,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.h.1.d,9267
8039962,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",496944
8040497,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,254887
8040196,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",108000
8040471,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a3,302000
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i10,218055
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i10,777067
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,272259
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i10,218055
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,129868
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,111996
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,114381
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i10,1156716
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i10,777067
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,567967
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,393551
8039789,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i10,1368015
8040249,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1A004.b,1497.6
8039860,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",2240000
8040178,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2D002
2D002",213160
8040197,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",180000
8040351,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",559328
8040081,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a.3,909680
8040429,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1572821
8040080,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,7A003.c1,638542.5
8039647,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.E.1.C,403726
8040091,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1765000
8040044,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,843000
8040479,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,10835037
8040003,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,7735
8040003,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,3950
8040003,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,7400
8040003,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,4650
8040003,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,7100
8040109,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1591928.29
8040330,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.g2,62796
8039749,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.b10b,393750
8039840,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.2
2B201.a.1",309859
8039533,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,147000
8039533,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,503000
8040431,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1078525
8039871,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,2299280
8039892,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,2700000
8040311,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.B2
2B201.A1",564938
8039959,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.B2
2B201.A1",398800
8040193,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i4,9630
8039684,Dänemark,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,87700
8040048,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.a2,94200
8039644,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0E001,1
8040373,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.E.1.C,967166
8040341,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,41000
8040251,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A1,39384.9
8040033,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.E.1.C,1185570
8039954,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B006.a,14000
8039537,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B001.c",8630
8039985,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.C,149500
8039609,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML07.d,4763
8039827,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A1,63650.36
8039631,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.b,11185
8039987,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A1,54701.25
8039690,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",13390
8039690,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B001.c",27810
8039690,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",36050
8039544,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,9000
8040019,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001
2B201",6511
8039828,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,5073
8040113,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,11579.35
8039889,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.1
2B201.a",73070
8039831,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,10260
8039831,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,10260
8040254,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.B.14B,45507
8040254,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.B.14B,48412
8039755,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A,420
8039856,Deutschland,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML14,930930
8039859,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,30783
8040151,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.b2b,91875
8039865,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.B.14B,38000
8039877,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",75000
8040421,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A1,88684
8040001,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,460824
8039686,Deutschland,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,10500
8039879,Deutschland,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",155231
8039641,Deutschland,Nukleargüter,Einzelbewilligung,Ausfuhr,0E001,1
