Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8032870,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i,81927.3
8032850,Albanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,3750
8032322,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,1664
8031150,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,4500
8031150,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,2030
8031150,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1460
8031791,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"1C210.a
1C010.b1",462.57
8031791,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"1C210.a
1C010.b1",1052.62
8032698,Belarus,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.d,57230
8032095,Belarus,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,7208
8032095,Belarus,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,7208
8032388,Belgien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,1664
8032336,Belgien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.c,1
8032070,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",5850
8031597,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",11700
8031058,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML07.d,10740
8032182,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.b,300864
8032106,Brasilien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,216763
8027322,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,112043
8031494,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,261.4
8031943,Brasilien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,825
8031442,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,154
