Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8038247,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",14840
8039307,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.A2,31008
8038248,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",14840
8038250,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",15900
8035919,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,790
8038866,Ägypten,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML07.f3,103428
8038251,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",5500
8038252,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",5500
8038253,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",5500
8039386,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,50913
8039386,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,20700
8038244,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,12480
8039566,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",4100
8038246,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",14840
8038783,Algerien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,9732
8039483,Angola,Dual Use Güter,Einzelbewilligung,Ausfuhr,9D004.e,2091.44
8039500,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h.1.e",20330.8
8038908,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,19733
8038908,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,3544
8038720,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c.1,23947
8038720,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c.1,25840
8038720,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c.1,24897
8038720,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c.1,5679
8038719,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,3544
8038719,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,14095
8038946,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h.1.e",74766
8038946,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h.1.e",74766
8038880,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,1068.73
8039434,Benin,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,19434.5
8039043,Benin,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A.1,4000
8039367,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML07.d,11053.25
8039231,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,11694.19
8038614,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,99.05
8038614,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,99.05
8038614,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,99.05
8038614,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,99.1
8039263,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d5,49.4
8039414,Brasilien,"Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",9100
8039247,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C010.b,159.95
8038918,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,1311.34
8038544,Bulgarien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,10105
8038544,Bulgarien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B001.b1",25643
8038544,Bulgarien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,43096
8039011,Burkina Faso,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A.1,4000
8039466,Burundi,Dual Use Güter,Einzelbewilligung,Ausfuhr,5E002,1560
8039459,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,212412
8038756,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,11636
8038912,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,23272
8039025,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A002.A2B,11965.8
8038795,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,3275
8038890,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,7A003.c1,633697.5
8039302,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",28000
8038983,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1251000
8038761,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1A004.C,4846.8
8039535,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.B.6.A.2,266955
8039024,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.b1
2B001.c1",482000
8039569,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1980000
8038938,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.2
2B201.a.1",423687
8038993,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,260892
8038836,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,2227800
8039303,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",50000
8039253,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.B
2B201.A",783740
8039157,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.B1D,20660
8039049,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.c,43762
8038871,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2b201.a1,1399374
8039417,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,5B001.a,61760
8039074,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.B2
2B201.A1",740000
8039468,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1760000
8039320,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A003.B4A,14206
8038878,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,6833.32
8038878,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,3417.15
8038867,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,1647131
8039365,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.g2,58695
8038696,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i7,123077
8039255,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,3000
8039255,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,4500
8039255,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b3e,1500
8039605,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,2916085
8039605,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,2156868
8039256,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.B1D,20740
8039594,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.d,220809
8038944,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,4A004.b,300
8038968,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1251000
8038812,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,1716
8038812,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,1716
