"Geschäftsnummer","Bestimmungsland","Güterart","Geschäftstyp","Richtung","Exportkontrollnummer (EKN)"," Wert (CHF) "
8026895,"Indonesien","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 4,321.00 "
8026985,"Indonesien","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 39,300.00 "
8027087,"Iran","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.i"," CHF 12,760.65 "
8026931,"Iran","Sanktionsgüter","Einzelbewilligung","Ausfuhr","II.A1.003"," CHF 831.00 "
8026931,"Iran","Sanktionsgüter","Einzelbewilligung","Ausfuhr","II.A1.003"," CHF 1,810.00 "
8027062,"Iran","Sanktionsgüter","Einzelbewilligung","Ausfuhr","II.A1.003"," CHF 58.80 "
8025886,"Israel","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A001.g"," CHF 76,823.01 "
8026477,"Israel","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A001.g"," CHF 157,000.00 "
8026713,"Israel","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C010.e.2.a"," CHF 121,268.16 "
8027222,"Israel","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 33,660.00 "
8026461,"Israel","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 6,780.00 "
8027049,"Israel","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 356,472.00 "
8027194,"Israel","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 855.00 "
8026814,"Italien","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 500.00 "
8027094,"Italien","Chemikalien CWÜ","Einzelbewilligung","Ausfuhr","3B.17"," CHF 399.17 "
8026670,"Italien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 158,179.00 "
8027037,"Italien","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 855.00 "
8026947,"Italien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 10,483.00 "
8026836,"Italien","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A001.a.2.c"," CHF 1,294.00 "
8027401,"Italien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 233,973.00 "
8026429,"Italien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 106,725.00 "
8026529,"Italien","Dual Use Güter","Einzelbewilligung","Ausfuhr","5D001.c"," CHF 47,413.00 "
8026530,"Italien","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C010"," CHF -   "
8025240,"Italien","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C010.b"," CHF 912.00 "
8026970,"Italien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 23,090.00 "
8026964,"Japan","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 6,615.00 "
8026715,"Jordanien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.i7"," CHF 87,267.00 "
8026714,"Jordanien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.i7"," CHF 517.98 "
8026714,"Jordanien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.i7"," CHF 14,418.07 "
8026510,"Jordanien","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 3,616.10 "
8027122,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 3,200.00 "
8026677,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 244.50 "
8026677,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 244.50 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 2,400.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,800.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 24,600.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 3,600.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 10,200.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 7,000.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 5,800.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 2,300.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 57,900.00 "
8026629,"Kanada","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 6,400.00 "
8027233,"Kolumbien","Dual Use Güter","Einzelbewilligung","Ausfuhr","9D004.e"," CHF 880.00 "
8027140,"Kroatien","Dual Use Güter","Einzelbewilligung","Ausfuhr","9D004.e"," CHF 875.00 "
8027077,"Kroatien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 1,727.00 "
8026833,"Kroatien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B201.a"," CHF 58,000.00 "
8026299,"Libanon","Dual Use Güter","Einzelbewilligung","Ausfuhr","4A001.a"," CHF 75,000.00 "
8027237,"Libanon","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 855.00 "
8026569,"Litauen","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C231"," CHF 5,750.00 "
8027324,"Litauen","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML03"," CHF 21,090.00 "
8027295,"Luxemburg","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML06"," CHF 3,850.00 "
8026209,"Macao","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML15.c"," CHF 107,419.00 "
8026575,"Malaysia","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 1,460,000.00 "
8022010,"Malaysia","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b2
2B201.a1"," CHF 188,550.00 "
8026671,"Marokko","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.2"," CHF 275,000.00 "
8026918,"Marokko","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A225"," CHF 2,000.00 "
8027123,"Mexiko","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 4,000.00 "
8027057,"Mexiko","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 2,008,561.56 "
8027288,"Mexiko","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 2,669.25 "
8026739,"Mexiko","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 5,338.50 "
8026743,"Mexiko","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B352.d"," CHF 11,120.00 "
8026742,"Mexiko","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B352.d"," CHF 6,843.00 "
8026608,"Myanmar (Union)","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 15,384.60 "
8026542,"Niederlande","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 51,400.00 "
8026506,"Nigeria","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.2"," CHF 61,300.00 "
8026506,"Nigeria","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.2"," CHF 12,900.00 "
8027128,"Oman","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 400.00 "
8026460,"Oman","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,600.00 "
8027231,"Österreich","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 46,000.00 "
8026685,"Österreich","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 649.00 "
8027259,"Österreich","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.B
2B201.A"," CHF 3,445.00 "
8027196,"Österreich","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 855.00 "
8026864,"Pakistan","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML13.b"," CHF 56,000.00 "
8026864,"Pakistan","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML13.d"," CHF 137,032.00 "
8026864,"Pakistan","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML13.d"," CHF 52,885.00 "
8026864,"Pakistan","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML13.d"," CHF 16,990.00 "
8027354,"Peru","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML08.A13A"," CHF 150,000.00 "
8027354,"Peru","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.2"," CHF 1,650,000.00 "
8026585,"Peru","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML14"," CHF 58,200.00 "
8026678,"Peru","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 3,325.20 "
8026678,"Peru","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 2,420.12 "
8026678,"Peru","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a"," CHF 2,814.52 "
8026634,"Philippinen","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML10.c.2"," CHF 792,452.00 "
8026634,"Philippinen","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML10.c2"," CHF 102,060.00 "
8026442,"Polen","Chemikalien CWÜ","Einzelbewilligung","Ausfuhr","3B.17"," CHF 1,214.55 "
8026469,"Polen","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 132,160.00 "
8027279,"Portugal","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 17,670.00 "
8027252,"Portugal","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 38,500.00 "
8026769,"Qatar","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 2,250.00 "
8026914,"Qatar","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A002.g2"," CHF 108,744.00 "
8027148,"Qatar","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,450.00 "
8027360,"Rumänien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.c
2B201.b"," CHF 14,553.00 "
8027191,"Rumänien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 3,000.00 "
8027167,"Rumänien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 256,488.00 "
8027169,"Rumänien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.c
2B201.b"," CHF 425,500.00 "
8026682,"Rumänien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 267,375.00 "
8026681,"Rumänien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 169,625.00 "
8027215,"Rumänien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 4,926.00 "
8026572,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C231"," CHF 1,100.00 "
8026559,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 1,736.00 "
8027353,"Russische Föderation","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 399,375.00 "
8027362,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 138.00 "
8027362,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 269.00 "
8026877,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 634.50 "
8026953,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C002"," CHF 29,000.00 "
8026485,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 771.75 "
8027020,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A225"," CHF 2,404.46 "
8026437,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 6,415.45 "
8026586,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 465.00 "
8026586,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 6,597.00 "
8026586,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 1,411.00 "
8026586,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 1,078.00 "
8026586,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 5,584.00 "
8027164,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 4,793.90 "
8026491,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 4,333.40 "
8026673,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 1,313.80 "
8026673,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 1,792.00 "
8026673,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 891.20 "
8026672,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 6,275.15 "
8027403,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C351.d10"," CHF 554.00 "
8027403,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C351.d10"," CHF 431.00 "
8027403,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C351.d10"," CHF 778.00 "
8027403,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C351.d10"," CHF 551.00 "
8027403,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C351.d10"," CHF 712.00 "
8027403,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C351.d10"," CHF 725.00 "
8027403,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C351.d10"," CHF 468.00 "
8027403,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C351.d10"," CHF 551.00 "
8026680,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 3,629.80 "
8026996,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 7,960.00 "
8027383,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g"," CHF 646.00 "
8027383,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g"," CHF 962.00 "
8027085,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A225"," CHF 1,428.32 "
8026422,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C233"," CHF 19,530.00 "
8026719,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C231"," CHF 1,100.00 "
8027372,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 157.00 "
8027372,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 130.00 "
8026622,"Russische Föderation","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b2
2B201.a1"," CHF 774,994.00 "
8026185,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","1C002"," CHF 6,400.00 "
8026462,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A225"," CHF 378.88 "
8027341,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 868.00 "
8027341,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 868.00 "
8027341,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 357.00 "
8027341,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 1,607.00 "
8026872,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.d5"," CHF 3,640.20 "
8027113,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 3,119.00 "
8027109,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 11,940.00 "
8027109,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 17,280.00 "
8027109,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B230"," CHF 4,940.00 "
8026968,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 4,379.00 "
8026968,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 1,134.00 "
8026968,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 2,757.00 "
8026968,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 444.00 "
8026968,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 317.00 "
8026968,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 357.00 "
8026968,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 9,035.00 "
8026612,"Russische Föderation","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.g2"," CHF 646.00 "
8026507,"Saudi-Arabien","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.2"," CHF 235,000.00 "
8027091,"Schweden","Dual Use Güter","Einzelbewilligung","Ausfuhr","5D001.a"," CHF 13,600.00 "
8027097,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.c"," CHF 6,431.00 "
8026835,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 1,800.00 "
8026482,"Serbien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 177,675.00 "
8026597,"Serbien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B201.b"," CHF 415,910.00 "
8026594,"Serbien","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.A"," CHF 4,178.34 "
8026628,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 2,100.00 "
8026627,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 2,374.00 "
8026631,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 6,414.00 "
8027054,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 2,400.00 "
8026467,"Serbien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b"," CHF 1,340.00 "
8026984,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 95,750.00 "
8026730,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 1,500.00 "
8026730,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 2,500.00 "
8027149,"Serbien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 11,212.00 "
8027412,"Singapur","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A002.h.1.d"," CHF 36,495.00 "
8027086,"Singapur","Dual Use Güter","Einzelbewilligung","Ausfuhr","5D001.c"," CHF 119,800.00 "
8027399,"Singapur","Chemikalien CWÜ","Einzelbewilligung","Ausfuhr","3B.17"," CHF 16,885.80 "
8026981,"Singapur","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 8,379.00 "
8026609,"Singapur","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A225"," CHF 19,908.00 "
8027388,"Slowakische Republik","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 22,000.00 "
8026798,"Slowakische Republik","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B201.a1"," CHF 203,619.00 "
8027030,"Slowenien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 24,808.00 "
8026845,"Slowenien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.B
2B201.A"," CHF 47,280.00 "
8027283,"Slowenien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B201.a"," CHF 14,820.00 "
8027283,"Slowenien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B201.a"," CHF 11,400.00 "
8026720,"Slowenien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001"," CHF 196,734.00 "
8026630,"Slowenien","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 237,590.00 "
8027055,"Slowenien","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 1,350.00 "
8027055,"Slowenien","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 58,536.00 "
8027111,"Slowenien","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.2"," CHF 40,000.00 "
8026735,"Slowenien","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 3,000.00 "
8026735,"Slowenien","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 153,120.00 "
8026619,"Spanien","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 132,000.00 "
8026463,"Südafrika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 100.00 "
8026463,"Südafrika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 500.00 "
8026463,"Südafrika","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 250.00 "
8025961,"Südafrika","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML21"," CHF 6,800.00 "
8025961,"Südafrika","Dual Use Güter","Einzelbewilligung","Ausfuhr","5D001.a"," CHF 400.00 "
8027093,"Thailand","Besondere militärische Güter
Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML18.a
ML01"," CHF 2,242.17 "
8026365,"Thailand","Dual Use Güter","Einzelbewilligung","Ausfuhr","6A002.a2a"," CHF 107,640.00 "
8026905,"Thailand","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 4,321.00 "
8027329,"Thailand","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B352.b"," CHF 109,177.63 "
8026982,"Thailand","Besondere militärische Güter","Einzelbewilligung","Ausfuhr","ML05.b"," CHF 20,808.00 "
8026940,"Tschechische Republik","Dual Use Güter","Einzelbewilligung","Ausfuhr","5A002.a.1"," CHF 6,615.00 "
8026695,"Tschechische Republik","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 59,000.00 "
8026599,"Tschechische Republik","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B001.a"," CHF 341,300.00 "
8027003,"Tschechische Republik","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 913,182.41 "
8026436,"Türkei","Dual Use Güter","Einzelbewilligung","Ausfuhr","5D001.a"," CHF 8,500.00 "
8026436,"Türkei","Dual Use Güter","Einzelbewilligung","Ausfuhr","5D001.a"," CHF 65,994.00 "
8027013,"Türkei","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 13,300.00 "
8026456,"Türkei","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 13,480.00 "
8027297,"Türkei","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a
2B201.c"," CHF 3,976.00 "
8027064,"Türkei","Dual Use Güter","Einzelbewilligung","Ausfuhr","5D001.a"," CHF 51,000.00 "
8027146,"Türkei","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 3,400.00 "
8026451,"Ukraine","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B201.a"," CHF 56,897.55 "
8026366,"Ukraine","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B350.d3"," CHF 88,445.06 "
8027325,"Ukraine","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 6,426.00 "
8027290,"Ukraine","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 6,426.00 "
8026610,"Ukraine","Dual Use Güter","Einzelbewilligung","Ausfuhr","3A225"," CHF 1,330.60 "
8026939,"Ungarn","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 8,750.00 "
8027421,"Ungarn","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B201.a.2
2B201.a.3"," CHF 504,000.00 "
8026712,"Ungarn","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 13,400.00 "
8026712,"Ungarn","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 3,400.00 "
8026848,"Ungarn","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.A"," CHF 16,100.00 "
8026375,"Ungarn","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 8,400.00 "
8026995,"Ungarn","Dual Use Güter
Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.b
2B201.a"," CHF 33,500.00 "
8027209,"Ungarn","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 54,610.00 "
8027210,"Ungarn","Dual Use Güter","Einzelbewilligung","Ausfuhr","2B001.a"," CHF 68,260.00 "
8026362,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 100.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 100.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 400.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 390.00 "
8026287,"Uruguay","National kontrollierte Güter","Einzelbewilligung","Ausfuhr","5.1"," CHF 49.00 "
