Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8037954,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i,10732.05
8038009,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,14104
8036666,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.2A,66000
8038689,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,3664
8037052,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.A2,112722
8038274,Aserbaidschan,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"1C010.a
1C010.b1",10176.02
8038665,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c.1,41495
8038665,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c.1,23947
8038665,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c.1,25840
8038665,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.c.1,5679
8038311,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h.1.e",67610
8038663,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,19733
8038663,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,3544
8037930,Bahrain,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML07.f1,7650
8038365,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,35580
8038154,Belarus,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,356.45
8036261,Belgien,"Nukleargüter
Nukleargüter",Einzelbewilligung,Ausfuhr,"0E001
0A001",1000
8038061,Belgien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",339300
8038460,Bolivien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML17.k,2850
8038351,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",2000
8037468,Bosnien-Herzegowina,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,30000
8037902,Botswana,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,51990.45
