Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8032039,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,22000.1
8033972,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,5500
8033745,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",13800
8033717,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i,19723.2
8032994,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.h.1.a,17206
8033185,Armenien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML07,5000
8033479,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.C1,4320
8033480,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,57444
8033128,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,2275
8033128,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1035
8033128,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,2888
8033810,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,31180
8033819,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,1156.05
8033819,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,3746.45
8033819,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,51808.3
8034008,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.G1,39142
8033443,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.G2,81405.5
8033026,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"1C210.a
1C010.b1",350.86
8033026,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"1C010.a
1C010.b1",1064.55
8033450,Belarus,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.D5,116500
8033451,Bosnien-Herzegowina,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,24000
8033870,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.D5,43902
8033531,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,11000
8033530,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,11000
8031820,Brasilien,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,9988
8031820,Brasilien,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,6456
8031820,Brasilien,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,26040
8031820,Brasilien,Nukleargüter,Einzelbewilligung,Ausfuhr,0B001.b141b,12168
8033036,Brasilien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,7627
8033035,Brasilien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,8889
8033384,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,1092.36
8033366,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.a2,153750
8033446,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.d,800000
8033182,Burkina Faso,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,10500
8033269,Chile,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.c.2,542340
8033396,"China, Taiwan","Besondere militärische Güter
Besondere militärische Güter",Einzelbewilligung,Ausfuhr,"ML11
ML22",12000000
8033242,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001,320270
8033452,"China, Taiwan","Dual Use Güter
Chemikalien CWÜ",Einzelbewilligung,Ausfuhr,"1C350.9
3B.14",6050.5
8033610,"China, Taiwan",National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,11494.8
8033092,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A.1,28600
8033083,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,93088
8033624,"China, Taiwan","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.a",866000
8033082,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,4000
8033619,"China, Taiwan",National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,3310.8
8033062,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,178125
8033769,"China, Taiwan","Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",14760
8033627,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,1242682
8033066,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2D002",45000
8033767,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,1432
8033767,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,66867
8033059,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1324000
8033560,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",550000
8033911,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,27000
8033225,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,203683
8033559,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",263781.6
8033559,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",132990.4
8033064,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.b,40000
8033005,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.2
2B201.a.1",678880
8033540,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,7A003.c1,995288.9
8033038,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,20131
8033038,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,12032
8026558,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.2
2B201.a.1",453922
8033884,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1C233,11733.4
8032615,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.b.2.h,100000
