Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8035435,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i,104615
8035824,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201",14300
8035824,Ägypten,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",44000
8035933,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.h.1.e,7129.8
8034987,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,6696
8034987,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,6234
8034987,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,2975
8034987,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,2531
8034987,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1800
8035111,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.b
2B001.c",430069
8034757,Belarus,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,3484
8035179,Belgien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.b2B201.a,38213
8035432,Belgien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.f1,41225
8035393,Benin,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A1,8171
8035393,Benin,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.B,2398
8035393,Benin,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.A1,15
8035409,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",6833
8035979,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,186962
8035979,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,375970
8035504,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",88800
8035504,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",199800
8035697,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B006.a,1734
8034985,Botswana,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A001.h1,776758.07
8035540,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606
8035441,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606
8035442,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606
8035515,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.A2,98977
8035466,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,57.73
8035806,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,191726.13
8035853,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,320911
8035671,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,2425.04
8035195,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,234530
8035661,Burkina Faso,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D002.C,446500
8035805,Chile,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,33370
8035185,Chile,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,1605
8035185,Chile,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10,9345
8035641,Chile,Dual Use Güter,Einzelbewilligung,Ausfuhr,9D004.e,1092
8035146,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,18000
8035146,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,5500
8035146,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.c.1,6500
8035461,"China, Taiwan","Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",1135
8035835,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,2500
8035764,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.B.6.A.2,298166
8035759,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.c,7332.75
8035759,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.c,64944.6
8035759,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.c,43296.4
8035759,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.c,11054.44
8035555,"China, Taiwan","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b1",1540000
8035916,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,33881.8
8035369,"China, Taiwan","Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",9100
8035134,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i10,361318
8035134,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i10,746948
8035267,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",256837.35
8035410,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1499780
8035318,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.2
2B201.a.1",357148
8035220,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",2354900
8035219,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,203723
8035204,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.B.6.B.2,100000
8035411,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1284000
8035988,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,5B001.a,70840
8035412,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1284000
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,4355
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,2131
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,1426
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,3970
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,641
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,311
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,3046
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,3434
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,2208
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,3751
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,299
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,27216
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,835
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,2208
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,3560
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,2209
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,1052
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,256
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,841
8035493,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,2922
8035343,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.G2,225000
8035413,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1284000
8035350,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3A001.A2C,232800
8035148,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.b.6.c.2,440000
8035622,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.B2
2B201.A1",332149.8
8035622,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.B2
2B201.A1",332149.8
8035622,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.B2
2B201.A1",332149.8
8035622,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.B2
2B201.A1",500150.32
8035550,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.2A,49070
8035495,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.A1,33700
8035161,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b1",405000
8035953,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.a6a,81880
8035796,"China, Volksrepublik",National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,216246.24
8035287,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B201.a1
2B001.b2",1365000
8035859,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,11440
8035363,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,1A004.b,3045
8035604,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.A2,25640
8035464,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",355212
8035677,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,476250
8035019,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,7565
8035019,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,8340
8035019,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,9080
8035019,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,9360
8035860,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,18700
8035860,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,11935
8035860,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,12155
8035860,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,30600
8033388,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,3B001.e,1889551
8035050,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,6A005.b8b,59189
8035096,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,1900000
