Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8028999,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d5,1230
8028558,Albanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,310
8028451,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",66610
8029207,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",18033
8028540,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a.1,28889.94
8028539,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,25000
8028542,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a.1,29899.75
8029213,Brasilien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,44395
8028512,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,163950
8029387,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9D004.e,2400
8029388,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,9D004.e,1200
8028552,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a.1,9606.55
8028550,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a.1,29551.19
8027868,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606.55
8027869,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606.55
8028831,Brasilien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,699
8028968,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606.55
8028959,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,2184.72
8028960,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,4369.44
8028624,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1C351.d11,291.15
8029331,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1E001,1
8028857,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001,246158.35
8028544,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a.1,24358.45
8028543,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a.1,24578.09
8029347,Bulgarien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",176271
8028665,Chile,Dual Use Güter,Einzelbewilligung,Ausfuhr,9D004.e,960
8028664,Chile,Dual Use Güter,Einzelbewilligung,Ausfuhr,9D004.e,1800
8029234,Chile,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,38672.12
8027968,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,2E101,96000
8029342,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,1E001,1
8027999,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05,1522680
