Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8022684,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,6325
8022252,Aserbaidschan,Dual Use Güter,Einzelbewilligung,Ausfuhr,5D001.a,6800
8022208,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c1
2B201.b",1339416
8022415,Belarus,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,14000
8022618,Belgien,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,200
8022194,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,344885
8021706,Bosnien-Herzegowina,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,32000
8022642,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",5000
8022573,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a,5000
8022573,Bosnien-Herzegowina,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,4000
8018745,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2D002,2200
8022217,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.b,313000
8022155,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,168946.3
8022667,Brasilien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,12800
8022750,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,7A103.a1,241300
8021754,Brasilien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b2
2B201.a1",249366
8015150,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,165766
8021904,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A003.b.4b,4944.5
8022054,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,1B118.a,12000
8022477,Brunei,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A002.g2,97255
