Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8036503,Ägypten,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.A2,93500
8036417,Albanien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,1937770
8036575,Argentinien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g.1,1271
8036199,Armenien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.E3,922
8036576,Aserbaidschan,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",25600
8036050,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h1e",89155.9
8036050,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h1e",89155.9
8036561,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A002.h
3A001.a",117280
8036561,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A002.h
3A001.a",54000
8036051,Australien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3A001.a7
3A002.h1e",71346.4
8036468,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B352.A2,20070
8036613,Bahamas,"Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",21600
8036439,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,3979
8036439,Bahrain,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,3500
8036476,Bangladesch,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.1,1974
8035808,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.c
2B201.b",1843540
8036284,Belarus,Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,1984.48
8036631,Belarus,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,310637
8036062,Belarus,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,2490
8036413,Belarus,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,859857
8036574,Belarus,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g2,2467
8036581,Belgien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,5705
8036360,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",525
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,1472800
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,89600
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,817600
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,604800
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,840000
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,117600
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,1422400
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,784000
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,240800
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,638400
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,1103200
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,240800
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,809200
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,809200
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,112000
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,817600
8036123,Bosnien-Herzegowina,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML18.a,840000
8036896,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",13150
8036263,Bosnien-Herzegowina,National kontrollierte Güter,Einzelbewilligung,Ausfuhr,5.2,98000
8036205,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,80000
8036301,Brasilien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b.2
2B201.a.1",356045
8036844,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,22256
8036276,Burkina Faso,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,9500
8036761,Chile,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.a,1599
8036761,Chile,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.a,1605
8036761,Chile,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML10.a,3115
8034409,Chile,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606
8036399,"China, Taiwan","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",17000
8036399,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,58000
8036224,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,81452
8036806,"China, Taiwan",Chemikalien CWÜ,Einzelbewilligung,Ausfuhr,3B.17,78865
8035913,"China, Taiwan",Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,1151981.2
8036296,"China, Taiwan","Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"3B.14
1C350.9",75666
8036151,"China, Taiwan",Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a1,4652.01
8036099,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,237445
8036684,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B201.a1,448068
8035267,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",256837.35
8036107,"China, Volksrepublik","Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.a",667994.4
8034910,"China, Volksrepublik",Dual Use Güter,Einzelbewilligung,Ausfuhr,2B005.e,1908681
