Geschäftsnummer,Bestimmungsland,Güterart,Geschäftstyp,Richtung,Exportkontrollnummer [EKN],Wert [CHF]
8034748,Algerien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML05.b,2032277
8034180,Argentinien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,4293
8034351,Armenien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.a
2B201.c",37434.62
8034604,Äthiopien,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",20000
8034604,Äthiopien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,4000
8033125,Australien,Besondere militärische Güter,Einzelbewilligung,Ausfuhr,ML09.a,8565
8034092,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,25940
8034096,Australien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,25940
8033805,Bahrain,Dual Use Güter,Einzelbewilligung,Ausfuhr,6A002.a3f,150000
8034027,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,774.37
8034027,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,774.37
8034306,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,3147.23
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g,7749
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g,894
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g,11004
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,92694
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g,11914
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.g,15480
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,24247
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i,52336
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,8731
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.i,29133
8034623,Bangladesch,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B350.d,13840
8034920,Belarus,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",22000
8034040,Belgien,"Chemikalien CWÜ
Dual Use Güter",Einzelbewilligung,Ausfuhr,"1A.8
1C351.d.4",10
8034160,Belgien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,6121.2
8034285,Belgien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,4356
8034275,Benin,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.1,18223.84
8034787,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.2
2B201.a",4000
8034787,Bosnien-Herzegowina,"Dual Use Güter
Dual Use Güter",Einzelbewilligung,Ausfuhr,"2B001.b
2B201.a",1000
8034001,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,1212.52
8034390,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,3A225,150000
8034410,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,4A001.a,9606
8034470,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.2,22793
8034470,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.2,205133
8034470,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,5A002.a.2,1003
8034558,Brasilien,Dual Use Güter,Einzelbewilligung,Ausfuhr,2B001.a,97650
